"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"rings:Rings_Supplement:1              ","Class","Rings_Supplement","1.0.0.0","rings","This class is required for all Rings Node curated data products","rings","","","","","","","","","","",""
"rings:Occultation_Time_Series:2        rings:maximum_observed_ring_azimuth:1 ","Attribute","maximum_observed_ring_azimuth","n/a","rings","maximum_observed_ring_azimuth specifes the largest value for observed_ring_azimuth in the data file. Values range from 0 to 360 in units of degrees. Required in label files for ring occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:sub_stellar_ring_azimuth:1      ","Attribute","sub_stellar_ring_azimuth","n/a","rings","sub_stellar_ring_azimuth is an angle measured at a point in the ring plane, starting from the direction of a photon arriving from a star, and ending at the direction of a local radial vector. This angle is projected into the ring plane and measured in the prograde direction. Values range from 0 to 360 in units of degrees. For stellar occultation data, this angle is equal to (observed_ring_azimuth + 180) mod 360. It is available only for backward compatibility with previously published Cassini UVIS occultation data analysis; observed_ring_azimuth is the preferred quantity for archiving. sub_stellar_ring_azimuth is an optional data table field for Cassini UVIS occultation data; not recommended for other occultation data. In a label, the min and max variation attributes are optional for Cassini UVIS occultation data; not recommended for other occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:sub_stellar_clock_angle:1       ","Attribute","sub_stellar_clock_angle","n/a","rings","sub_stellar_clock_angle is an angle measured at a point in the ring plane, from the direction toward a star to the local radial direction. This angle is projected into the ring plane and measured in the clockwise (retrograde) direction. Equivalently, this is the prograde angle from the local radial direction to the direction toward the star. For stellar occultation data, this angle is equal to (180 - OBSERVED_RING_AZIMUTH) mod 360. It is available only for backward compatibility with previously published Cassini VIMS occultation data analysis; observed_ring_azimuth is the preferred quantity for archiving. sub_stellar_clock_angle is an optional data table field for Cassini VIMS occultation data; not recommended for other occultation data. In a label, the min and max variation attributes are optional for Cassini VIMS occultation data; not recommended for other occultation data. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:observed_ring_elevation:1       ","Attribute","observed_ring_elevation","n/a","rings","observed_ring_elevation is an angle measured at a point in the ring plane, starting from the ring plane to the direction of a photon heading to the observer. This angle is positive on the side of the ring plane defined by positive angular momentum, and negative on the opposite side. Values range from -90 to +90 in units of degrees. This angle is constant for stellar occultations, but may vary significantly during radio occultations. Note: The direction of positive angular momentum points toward the IAU-defined north side of the ring plane for Jupiter, Saturn and Neptune, but IAU-defined south side of the ring plane for Uranus. Required in the label if the value is constant for the observation. If the angle varies for the observation, the min and max attributes are required in the label, and observed_ring_elevation is strongly recommended as a field in the data table. The above definition of observed_ring_elevation is equivalent to the most common usage of the term 'ring open angle', B. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:minimum_observed_ring_elevation:1","Attribute","minimum_observed_ring_elevation","n/a","rings","minimum_observed_ring_elevation specifes the smallest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:maximum_observed_ring_elevation:1","Attribute","maximum_observed_ring_elevation","n/a","rings","maximum_observed_ring_elevation specifes the largest value for observed_ring_elevation in the data file. Only used if the value is not constant over the observation. Values range from -90 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:light_source_incidence_angle:1  ","Attribute","light_source_incidence_angle","n/a","rings","light_source_incidence_angle is an angle measured from the local surface normal vector to the direction of a photon arriving from the light source. For rings, the normal vector is that on the same side of the rings as the light source, so values always range between 0 and 90 in units of degrees. The value is always equal to 90 - | observed_ring_elevation | This will enable users to perform database searches based on the effective ring opening angle when they are not concerned about the the distinction between north-side and southside viewpoints. We have included the 'light source' prefix to the term so that this quantity is not confused with 'incidence angle', a term that is generally associated with sunlight rather than stars or radio transmitters. Required in the label if the value is constant for the observation. If the angle varies for the observation, the min and max attributes are required in the label. Optional as a field in the data table. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:minimum_light_source_incidence_angle:1","Attribute","minimum_light_source_incidence_angle","n/a","rings","minimum_light_source_incidence_angle specifes the smallest value for observed_ring_elevation in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:maximum_light_source_incidence_angle:1","Attribute","maximum_light_source_incidence_angle","n/a","rings","maximum_light_source_incidence_angle specifes the largest value for observed_ring_elevation in the observation. Only used if the value is not constant over the observation. Values range from 0 to +90 in units of degrees. Not intended for use in the data file. ","rings","ASCII_Real","0","1","0","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:lowest_detectable_opacity:1     ","Attribute","lowest_detectable_opacity","n/a","rings","lowest_detectable_opacity indicates the sensitivity of a ring occultation data set to nearly opaque rings. It specifies the rough value for the smallest normal ring opacity that can be detected in the data at the resolution provided, incorporating both statistical effects and calibration uncertainties. Strongly recommended in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:highest_detectable_opacity:1    ","Attribute","highest_detectable_opacity","n/a","rings","highest_detectable_opacity indicates the sensitivity of a ring occultation data set to nearly opaque rings. It specifies the rough value for the largest normal ring opacity that can be detected in the data at the resolution provided, incorporating both statistical effects and calibration uncertainties. Strongly recommended in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Occultation_Time_Series:2        rings:along_track_timing_offset:1     ","Attribute","along_track_timing_offset","n/a","rings","along_track_timing_offset is a timing offset to the along track spacecraft position. It is the value that minimizes differences in radii of matching circular ring features observed on the ingress and egress sides of the occultation track. Optional in labels for radio occultation. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Supplement:1        ","Class","Occultation_Supplement","1.0.0.0","rings","This class is required for all radio ring occultation calibration and geometry supplemental files.","rings","","","","","","","","","","",""
"rings:Occultation_Supplement:2         rings:orbit_number:1                  ","Attribute","orbit_number","n/a","rings","orbit_number if present is the value assigned by the mission for the orbit number associated with the observation. Optional in labels of occultation observations and may be used multiple times. Nillable, the nil_reason should be 'inapplicable'. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:spice_filename:1                ","Attribute","spice_filename","n/a","rings","spice_filename gives the file name(s) of SPICE files used in the analysis. Only used if the SPICE files cannot be identified using a LID or LIDVID. Otherwise the association is made in the Reference_Class using the Internal_Reference class. Optional in labels for radio occultation. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:occultation_type:1              ","Attribute","occultation_type","n/a","rings","occultation_type distinguishes between three types of occultation experiments: Stellar, Solar, or Radio. Stellar occultations involve observing a star as a targeted ring or body passes in front, as seen from either a spacecraft or Earth-based observatory. Solar occultations are similar to stellar occultations except that the Sun is used in place of a star. Radio occultations typically involve observing the continuous-wave radio transmissions from a spacecraft as it passes behind the target as seen from a radio telescope on Earth or another spacecraft. Required in labels of occultation observations. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:occultation_type:2               Value:Solar","Value","Solar","","","The target occulted the sun."
"rings:Occultation_Supplement:2         rings:occultation_type:2               Value:Stellar","Value","Stellar","","","The target occulted a star."
"rings:Occultation_Supplement:2         rings:occultation_type:2               Value:Radio","Value","Radio","","","Radio waves were transmitted through the target."
"rings:Occultation_Supplement:2         rings:occultation_direction:1         ","Attribute","occultation_direction","n/a","rings","occultation_direction indicates the direction of an occultation track. This refers to the observed occultation track overall, not to the subset that might appear in a particular file (e.g., if an occultation includes both ingress and egress tracks, the value for occultation_direction will be both in the data products for each occultation profile. Permitted values are 'Ingress', 'Egress', 'Both', and 'Multiple'. The value 'multiple' is only used for some Hubble-based occultations where the occultation track is not monotonic over relatively short time scales. Required in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:occultation_direction:2          Value:Ingress","Value","Ingress","","","The distance to the target body center decreases with time."
"rings:Occultation_Supplement:2         rings:occultation_direction:2          Value:Egress","Value","Egress","","","The distance to the target body center increases with time."
"rings:Occultation_Supplement:2         rings:occultation_direction:2          Value:Both","Value","Both","","","The distance to the target body center along a portion of the occultation track decreases with time, and along a different portion increases with time."
"rings:Occultation_Supplement:2         rings:occultation_direction:2          Value:Multiple","Value","Multiple","","","Only used for some Hubble-based occultations where the occultation track is not monotonic over relatively short time scales."
"rings:Occultation_Supplement:2         rings:ring_profile_direction:1        ","Attribute","ring_profile_direction","n/a","rings","ring_profile_direction indicates the radial direction of a ring occultation within a particular data product. Possible values are 'Ingress', 'Egress', or 'Multiple'. The value 'Multiple' is only used for some Hubble-based occultations where the occultation track is not monotonic over relatively short time scales. Required in labels of ring occultation observations. Not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","0","2","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:ring_profile_direction:2         Value:Ingress","Value","Ingress","","","The ring radius along the occultation track decreases with time."
"rings:Occultation_Supplement:2         rings:ring_profile_direction:2         Value:Egress","Value","Egress","","","The ring radius along the occultation track increases with time."
"rings:Occultation_Supplement:2         rings:ring_profile_direction:2         Value:Multiple","Value","Multiple","","","Only used for some Hubble-based occultations where the occultation track is not monotonic over relatively short time scales."
"rings:Occultation_Supplement:2         rings:planetary_occultation_flag:1    ","Attribute","planetary_occultation_flag","n/a","rings","The planetary_occultation_flag is a yes-or-no flag that indicates whether a occultation track also intersects the planet. Required in labels of ring occultation observations. Normally not intended as a value for a table field. ","rings","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","1","1","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:planetary_occultation_flag:2     Value:Y","Value","Y","","","Some portion of the occultation track also intersects the planet."
"rings:Occultation_Supplement:2         rings:planetary_occultation_flag:2     Value:N","Value","N","","","The occultation track does not intersect the planet."
"rings:Occultation_Supplement:2         rings:dsn_station_number:1            ","Attribute","dsn_station_number","n/a","rings","dsn_station_number identifies the receiving DSN station. Required in labels for radio occultations; not used for stellar occultations. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Integer","1","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Occultation_Supplement:2         rings:frequency_band:1                ","Attribute","frequency_band","n/a","rings"," The frequency_band attribute provides the one or two letter identifier for the frequency band associated with radio occultation data. Required in labels for radio occultations; not used for stellar occultations. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:R","Value","R","","","Frequency range: 1.70 to 2.60 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:D","Value","D","","","Frequency range: 2.20 to 3.30 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:S","Value","S","","","Frequency range: 2.60 to 3.95 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:E","Value","E","","","Frequency range: 3.30 to 4.90 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:G","Value","G","","","Frequency range: 3.95 to 5.85 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:F","Value","F","","","Frequency range: 4.90 to 7.05 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:C","Value","C","","","Frequency range: 5.85 to 8.20 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:H","Value","H","","","Frequency range: 7.05 to 10.10 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:X","Value","X","","","Frequency range: 8.2 to 12.4 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:Ku","Value","Ku","","","Frequency range: 12.4 to 18.0 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:K","Value","K","","","Frequency range: 5.0 to 26.5 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:Ka","Value","Ka","","","Frequency range: 26.5 to 40.0 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:Q","Value","Q","","","Frequency range: 33 to 50 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:U","Value","U","","","Frequency range: 40 to 60 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:V","Value","V","","","Frequency range: 50 to 75 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:W","Value","W","","","Frequency range: 75 to 110 GHz "
"rings:Occultation_Supplement:2         rings:frequency_band:2                 Value:Y","Value","Y","","","Frequency range: 325 to 500 GHz "
"rings:Occultation_Supplement:2         pds:sampling_parameter_name:1       ","Attribute","sampling_parameter_name","n/a","pds","sampling_parameter_name provides the name of the parameter which determines the sampling interval for uniformly sampled data. Used in labels for radio occultation supplemental files. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Occultation_Supplement:2         pds:sampling_parameter_unit:1       ","Attribute","sampling_parameter_unit","n/a","pds","sampling_parameter_unit provides the units of the parameter which determines the sampling interval for uniformly sampled data. Used in labels for radio occultation supplemental files. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Occultation_Supplement:2         pds:sampling_parameter_interval:1   ","Attribute","sampling_parameter_interval","n/a","pds","sampling_parameter_interval specifies the spacing of points at which data are sampled and at which a value for an instrument or dataset parameter is available. Used in labels for radio occultation supplemental files. Nillable in which case the nil_reason should be 'inapplicable'. ","rings","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","TBD_dataConcept"
"rings:Occultation_Supplement:2         rings:reference_time_utc:1            ","Attribute","reference_time_utc","n/a","rings","reference_time_utc provides a date and time in UTC format. Given in a label when time values in a table are given as elapsed seconds offset from a reference time. Unless there are compelling reasons to do otherwise, reference_time_utc should correspond to the start of a day. Required anytime a table field is given relative to a specific date and time other than when Barycentric Dynamical Time is used (e.g., observed_event_tdb). ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","SHORT_STRING"
"rings:Occultation_Supplement:2         rings:minimum_observed_event_time:1   ","Attribute","minimum_observed_event_time","n/a","rings","minimum_observed_event_time gives the smallest value for observed_event_time in the associated data file. It is given in numeric seconds as an offset from the specified UTC reference time. minimum_observed_event_time is optional in labels since the data file time interval end point values are given by the required start_date_time_utc and stop_date_time_utc attributes in the Time_Coordinates class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Occultation_Supplement:2         rings:maximum_observed_event_time:1   ","Attribute","maximum_observed_event_time","n/a","rings","maximum_observed_event_time gives the largest value for observed_event_time in the associated data file. It is given in numeric seconds as an offset from the specified UTC reference time. maximum_observed_event_time is optional in labels since the data file time interval end point values are given by the required start_date_time_utc and stop_date_time_utc attributes in the Time_Coordinates class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","REAL"
"rings:Satellite_Identification:1      ","Class","Satellite_Identification","1.0.0.0","rings","This class identifies the specific satellite to which the parameters given in the enclosing class apply.","rings","","","","","","","","","","",""
"rings:Ring_Identification:1           ","Class","Ring_Identification","1.0.0.0","rings","This class identifies the specific ring to which the parameters given in the enclosing class apply.","rings","","","","","","","","","","",""
"rings:Normal_Mode_Parameters:1        ","Class","Normal_Mode_Parameters","1.0.0.0","rings","This class provides the normal mode parameters is one is present in the described ring.","rings","","","","","","","","","","",""
"rings:Normal_Mode_Parameters:2         rings:normal_mode_amplitude:1         ","Attribute","normal_mode_amplitude","n/a","rings","The amplitude of the normal mode for the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_amplitude_uncert:1  ","Attribute","normal_mode_amplitude_uncert","n/a","rings","The uncertainty in the value for the normal mode of the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_phase:1             ","Attribute","normal_mode_phase","n/a","rings","The phase of the normal mode at epoch specified by epoch_ring_fit_utc for the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_phase_uncert:1      ","Attribute","normal_mode_phase_uncert","n/a","rings","The uncertainty in the value for the normal_mode_phase of the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_pattern_speed:1     ","Attribute","normal_mode_pattern_speed","n/a","rings","The pattern speed of the normal mode in the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_pattern_speed_uncert:1","Attribute","normal_mode_pattern_speed_uncert","n/a","rings","The the uncertainty in the pattern speed of the normal mode in the ring identified in the enclosing class. A value of -9.99X10^99 indicates there is no normal mode for the ring. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"rings:Normal_Mode_Parameters:2         rings:normal_mode_wavenumber:1        ","Attribute","normal_mode_wavenumber","n/a","rings","The wave number of the normal mode in the ring identified in the enclosing class. A value of -999 indicates there is no normal mode for the ring. ","rings","ASCII_Integer","0","1","-9223372036854775808","9223372036854775807","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"rings:Global_Model_Parameters:1       ","Class","Global_Model_Parameters","1.0.0.0","rings","This class provides the general parameters used to generate a ring model.","rings","","","","","","","","","","",""
"rings:Global_Model_Parameters:2        rings:epoch_ring_fit_utc:1            ","Attribute","epoch_ring_fit_utc","n/a","rings","The epoch for the ring orbital elements given in this product. Format is YYYY-MM-DDTHH:MM:SS.SSSZ and may be truncated. ","rings","ASCII_Date_Time_YMD_UTC","0","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Time","none","TBD_classConcept","SHORT_STRING"
"rings:Central_Body_Parameters:1       ","Class","Central_Body_Parameters","1.0.0.0","rings","This class provides the parameters used to generate a ring model which are specific to the central body.","rings","","","","","","","","","","",""
"rings:Central_Body_Parameters:2        rings:gmass:1                         ","Attribute","gmass","n/a","rings","The product of the gravitational constant, G, and the mass of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:grav_ref_radius:1               ","Attribute","grav_ref_radius","n/a","rings","The reference radius for the gravitational harmonic coefficients of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j2:1                            ","Attribute","j2","n/a","rings","The J2 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j4:1                            ","Attribute","j4","n/a","rings","The J4 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j6:1                            ","Attribute","j6","n/a","rings","The J6 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:j8:1                            ","Attribute","j8","n/a","rings","The J8 gravitational harmonic coefficient of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_right_ascension_angle:1    ","Attribute","pole_right_ascension_angle","n/a","rings","The right ascension (RA) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_right_ascension_angle:1    ","Attribute","pole_right_ascension_angle","n/a","rings","The right ascension (RA) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_declination_angle:1        ","Attribute","pole_declination_angle","n/a","rings","The declination (Dec) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Central_Body_Parameters:2        rings:pole_declination_angle_uncert:1 ","Attribute","pole_declination_angle_uncert","n/a","rings","The uncertainty of the declination (Dec) of the pole of the specified body, given in angular measurements. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:1          ","Class","Satellite_Parameters","1.0.0.0","rings","This class provides the parameters used to generate a ring model which are specific to a single satellite.","rings","","","","","","","","","","",""
"rings:Satellite_Parameters:2           rings:gmass:1                         ","Attribute","gmass","n/a","rings","The product of the gravitational constant, G, and the mass of the body identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:semimajor_axis:1                ","Attribute","semimajor_axis","n/a","rings","The semimajor axis of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:semimajor_axis_uncert:1         ","Attribute","semimajor_axis_uncert","n/a","rings","The uncertainty in the value for the semimajor axis of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:eccentricity:1                  ","Attribute","eccentricity","n/a","rings","The eccentricity of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:eccentricity_uncert:1           ","Attribute","eccentricity_uncert","n/a","rings","The uncertainty in the value for the eccentricity of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:inclination:1                   ","Attribute","inclination","n/a","rings","The inclination of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","0","180","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Satellite_Parameters:2           rings:inclination_uncert:1            ","Attribute","inclination_uncert","n/a","rings","The uncertainty in the value for the inclination of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:1         ","Class","Ring_Orbital_Elements","1.0.0.0","rings","This class provides the orbital element values for a specific ring which were generated in a ring model.","rings","","","","","","","","","","",""
"rings:Ring_Orbital_Elements:2          rings:semimajor_axis:1                ","Attribute","semimajor_axis","n/a","rings","The semimajor axis of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:semimajor_axis_uncert:1         ","Attribute","semimajor_axis_uncert","n/a","rings","The uncertainty in the value for the semimajor axis of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"rings:Ring_Orbital_Elements:2          rings:eccentricity:1                  ","Attribute","eccentricity","n/a","rings","The eccentricity of the orbit of the body or ring identified in the enclosing class. ","rings","ASCII_Real","0","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
