"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"disp:Color_Display_Settings:1        ","Class","Color_Display_Settings","1.0.0.0","disp","The Color_Display_Settings class provides guidance to data users on how to display a multi-banded Array object on a color-capable display device.","img","","","","","","","","","","",""
"geom:Vector_Normal_X:1               ","Class","Vector_Normal_X","1.0.0.0","geom"," Unit normal vector to the column plane when x equals zero, pointing in the same direction as the cross product of axis x with an outward-pointing vector that also lies in the plane. ","geo","","","","","","","","","","",""
"geom:Vector_Normal_X:2                geom:x_unit:1                        ","Attribute","x_unit","n/a","geom","The x component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Normal_X:2                geom:y_unit:1                        ","Attribute","y_unit","n/a","geom","The y component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Normal_X:2                geom:z_unit:1                        ","Attribute","z_unit","n/a","geom","The z component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Normal_Y:1               ","Class","Vector_Normal_Y","1.0.0.0","geom"," Unit normal vector to the row plane when y equals zero, pointing in the same direction as the cross product of axis x with an outward-pointing vector that also lies in the plane. ","geo","","","","","","","","","","",""
"geom:Vector_Normal_Y:2                geom:x_unit:1                        ","Attribute","x_unit","n/a","geom","The x component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Normal_Y:2                geom:y_unit:1                        ","Attribute","y_unit","n/a","geom","The y component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Normal_Y:2                geom:z_unit:1                        ","Attribute","z_unit","n/a","geom","The z component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Optical:1                ","Class","Vector_Optical","1.0.0.0","geom","The Vector_Optical is a unit vector that describes the axis of symmetry for radial distortion in the camera. ","geo","","","","","","","","","","",""
"geom:Vector_Optical:2                 geom:x_unit:1                        ","Attribute","x_unit","n/a","geom","The x component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Optical:2                 geom:y_unit:1                        ","Attribute","y_unit","n/a","geom","The y component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Optical:2                 geom:z_unit:1                        ","Attribute","z_unit","n/a","geom","The z component of a unit Cartesian vector.","geo","ASCII_Real","1","1","-1","1","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:Vector_Origin_Offset:1          ","Class","Vector_Origin_Offset","1.0.0.0","geom","The Vector_Origin_Offset class contains attributes that specify the offset from the reference coordinate system's origin to the origin of the coordinate system. It is the location of the current system's origin as measured in the reference system. ","geo","","","","","","","","","","",""
"geom:Vector_Origin_Offset:2           geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Origin_Offset:2           geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Origin_Offset:2           geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Base:1","Class","Vector_Planetocentric_Position_Base","1.0.0.0","geom","The Vector_Planetocentric_Position_Base is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear units for the radius dimension, and angular units for the other two dimensions. The included attributes are not sufficient to identify the endpoints of the vector. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Base:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Base:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Base:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:1","Class","Vector_Planetocentric_Position_Central_Body_To_Spacecraft","1.0.0.0","geom","The Vector_Planetocentric_Position_Central_Body_To_Spacecraft is a spherical position vector in Planetocentric coordinates. It extends from the center of mass of the central body (e.g., planet) to the spacecraft. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Spacecraft:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:1","Class","Vector_Planetocentric_Position_Central_Body_To_Target","1.0.0.0","geom","The Vector_Planetocentric_Position_Central_Body_To_Target is a spherical position vector in Planetocentric coordinates. It extends from the center of mass of the central body (e.g., planet) to the target specified in the parent Geometry_Orbiter class. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Central_Body_To_Target:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Extended_Base:1","Class","Vector_Planetocentric_Position_Extended_Base","1.0.0.0","geom","The Vector_Planetocentric_Position_Extended_Base is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear units for the radius dimension, and angular units for the other two dimensions. The included attributes are not sufficient to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Extended_Base:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Generic:1","Class","Vector_Planetocentric_Position_Generic","1.0.0.0","geom","The Vector_Planetocentric_Position_Generic is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear units for the radius dimension, and angular units for the other two dimensions. Includes attributes to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Generic:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Generic:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Generic:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Generic:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:1","Class","Vector_Planetocentric_Position_Spacecraft_To_Target","1.0.0.0","geom","The Vector_Planetocentric_Position_Spacecraft_To_Target is a spherical position vector in Planetocentric coordinates. It extends from the spacecraft to the target specified in the parent Geometry_Orbiter class. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:radius_position:1               ","Attribute","radius_position","n/a","geom","The radial component of a spherical or cylindrical position vector (e.g., the radius coordinate in Planetocentric coordinates). ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:longitude_position:1            ","Attribute","longitude_position","n/a","geom","The longitudinal component of a Planetocentric position vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","0","360","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Position_Spacecraft_To_Target:2 geom:latitude_position:1             ","Attribute","latitude_position","n/a","geom","The latitude component of a Planetocentric position vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-90","90","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Base:1","Class","Vector_Planetocentric_Velocity_Base","1.0.0.0","geom","The Vector_Planetocentric_Velocity_Base is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear velocity units for the radius dimension, and angular velocity units for the other two dimensions. The included attributes are not sufficient to identify the endpoints of the vector. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Velocity_Base:2 geom:radial_velocity:1               ","Attribute","radial_velocity","n/a","geom","The radial component of a spherical or cylindrical velocity vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Base:2 geom:longitude_velocity:1            ","Attribute","longitude_velocity","n/a","geom","The longitudinal component of a Planetocentric velocity vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Base:2 geom:latitude_velocity:1             ","Attribute","latitude_velocity","n/a","geom","The latitude component of a Planetocentric velocity vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Extended_Base:1","Class","Vector_Planetocentric_Velocity_Extended_Base","1.0.0.0","geom","The Vector_Planetocentric_Velocity_Extended_Base is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear velocity units for the radius dimension, and angular velocity units for the other two dimensions. The included attributes are not sufficient to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:radial_velocity:1               ","Attribute","radial_velocity","n/a","geom","The radial component of a spherical or cylindrical velocity vector.","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:longitude_velocity:1            ","Attribute","longitude_velocity","n/a","geom","The longitudinal component of a Planetocentric velocity vector. Planetocentric longitude is measured from the IAU approved prime meridian for the body and increases toward the east. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Extended_Base:2 geom:latitude_velocity:1             ","Attribute","latitude_velocity","n/a","geom","The latitude component of a Planetocentric velocity vector. Planetocentric latitude is the angle between the equator plane and a vector connecting the point of interest and the origin of the coordinate system. Latitudes are defined to be positive in the northern (as defined by the IAU) hemisphere. ","geo","ASCII_Real","1","1","-1.7976931348623157e308","1.7976931348623157e308","Unbounded","Unbounded","Units_of_Angular_Velocity","none","TBD_classConcept","REAL"
"geom:Vector_Planetocentric_Velocity_Generic:1","Class","Vector_Planetocentric_Velocity_Generic","1.0.0.0","geom","The Vector_Planetocentric_Velocity_Generic is a three dimensional spherical vector (radius, longitude, latitude) with the angular coordinates defined to be consistent with the Planetocentric coordinate system. Uses linear velocity units for the radius dimension, and angular velocity units for the other two dimensions. Includes attributes to identify the endpoints of the vector. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Vector_Planetocentric_Velocity_Generic:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio) was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Vector_Planetocentric_Velocity_Generic:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Vector_Planetocentric_Velocity_Generic:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
